Reservoir,Site,DateTime,ThermistorTemp_C_1,ThermistorTemp_C_2,ThermistorTemp_C_3,ThermistorTemp_C_4,ThermistorTemp_C_5,ThermistorTemp_C_6,ThermistorTemp_C_7,ThermistorTemp_C_8,ThermistorTemp_C_9,ThermistorTemp_C_10,ThermistorTemp_C_11,ThermistorTemp_C_12,ThermistorTemp_C_13,EXOTemp_C_1,EXOCond_uScm_1,EXOSpCond_uScm_1,EXOTDS_mgL_1,EXODOsat_percent_1,EXODO_mgL_1,EXOChla_RFU_1,EXOChla_ugL_1,EXOBGAPC_RFU_1,EXOBGAPC_ugL_1,EXOfDOM_RFU_1,EXOfDOM_QSU_1,EXOPressure_psi_1,EXODepth_m_1,EXOBattery_V_1,EXOCablepower_V_1,EXOWiper_V_1,EXOTemp_C_9,EXOCond_uScm_9,EXOSpCond_uScm_9,EXOTDS_mgL_9,EXODOsat_percent_9,EXODO_mgL_9,EXOfDOM_RFU_9,EXOfDOM_QSU_9,EXOPressure_psi_9,EXODepth_m_9,EXOBattery_V_9,EXOCablepower_V_9,EXOWiper_V_9,LvlPressure_psi_13,LvlDepth_m_13,LvlTemp_C_13,RECORD,CR3000Battery_V,CR3000Panel_Temp_C,Flag_ThermistorTemp_C_1,Flag_ThermistorTemp_C_2,Flag_ThermistorTemp_C_3,Flag_ThermistorTemp_C_4,Flag_ThermistorTemp_C_5,Flag_ThermistorTemp_C_6,Flag_ThermistorTemp_C_7,Flag_ThermistorTemp_C_8,Flag_ThermistorTemp_C_9,Flag_ThermistorTemp_C_10,Flag_ThermistorTemp_C_11,Flag_ThermistorTemp_C_12,Flag_ThermistorTemp_C_13,Flag_EXOTemp_C_1,Flag_EXOCond_uScm_1,Flag_EXOSpCond_uScm_1,Flag_EXOTDS_mgL_1,Flag_EXODOsat_percent_1,Flag_EXODO_mgL_1,Flag_EXOChla_RFU_1,Flag_EXOChla_ugL_1,Flag_EXOBGAPC_RFU_1,Flag_EXOBGAPC_ugL_1,Flag_EXOfDOM_RFU_1,Flag_EXOfDOM_QSU_1,Flag_EXOPressure_psi_1,Flag_EXODepth_m_1,Flag_EXOBattery_V_1,Flag_EXOCablepower_V_1,Flag_EXOWiper_V_1,Flag_EXOTemp_C_9,Flag_EXOCond_uScm_9,Flag_EXOSpCond_uScm_9,Flag_EXOTDS_mgL_9,Flag_EXODOsat_percent_9,Flag_EXODO_mgL_9,Flag_EXOfDOM_RFU_9,Flag_EXOfDOM_QSU_9,Flag_EXOPressure_psi_9,Flag_EXODepth_m_9,Flag_EXOBattery_V_9,Flag_EXOCablepower_V_9,Flag_EXOWiper_V_9,Flag_LvlPressure_psi_13,Flag_LvlTemp_C_13
CCR,51,2023-01-15 03:10:00,5.364252,5.381586,5.39126,5.405664,5.376733,5.350854,5.352716,5.3735290000000004,5.386133,5.372339,5.382928,5.39422,5.4237,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.365,61.27,98.03,63.72,95.45,12.07,5.73,17.65,12.55,8.825,2.82,12.59,1.22,27.50688,19.379972304,5.418074,15479,13.54,0.431,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCR,51,2023-01-15 03:20:00,5.319848,5.397699,5.430444,5.432092,5.429803,5.420679,5.421655,5.393091,5.435663,5.391962,5.40423,5.394525,5.420831,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.409,61.33,98,63.7,95.54,12.07,5.73,17.64,12.56,8.828,2.82,12.61,1.22,27.51058,19.382579139,5.412693,15480,13.55,0.327,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCR,51,2023-01-15 03:30:00,5.280206,5.370355,5.416772,5.439844,5.427392,5.426446,5.43551,5.435358,5.449274,5.42666,5.422998,5.396234,5.4204040000000004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.42,61.35,98,63.7,95.54,12.07,5.72,17.63,12.55,8.824,2.82,12.64,1.22,27.50557,19.3790493435,5.41319,15481,13.55,0.18,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCR,51,2023-01-15 03:40:00,5.387872,5.413904,5.452386,5.442132,5.417108,5.423364,5.424371,5.421899,5.425226,5.4204040000000004,5.420129,5.391718,5.412866,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.43,61.36,97.99,63.7,95.59,12.07,5.72,17.62,12.56,8.829001,2.82,12.62,1.23,27.51032,19.382395956,5.412707,15482,13.51,-0.074,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCR,51,2023-01-15 03:50:00,5.26336,5.39422,5.417047,5.418817,5.412714,5.414331,5.41665,5.422418,5.429712,5.420068,5.424615,5.395685,5.367578,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.408,61.32,97.98,63.69,95.49,12.06,5.71,17.58,12.56,8.831,2.82,12.65,1.21,27.51136,19.383128688,5.360942,15483,13.51,-0.22,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCR,51,2023-01-15 04:00:00,5.362573,5.3948,5.422204,5.4363340000000004,5.43548,5.41192,5.445154,5.435785,5.44317,5.420679,5.431756,5.377496,5.377252,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.376,61.26,97.99,63.69,95.42,12.07,5.72,17.62,12.55,8.826,2.82,12.66,1.22,27.50973,19.3819802715,5.370745,15484,13.51,-0.226,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCR,51,2023-01-15 04:10:00,5.36889,5.413385,5.433466,5.440484,5.412469,5.40014,5.399713,5.395105,5.402307,5.384973,5.391138,5.38064,5.3659,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.362,61.24,97.99,63.69,95.43,12.07,5.73,17.66,12.55,8.826,2.82,12.66,1.22,27.50892,19.381409586,5.364895,15485,13.55,-0.148,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCR,51,2023-01-15 04:20:00,5.395624,5.430719,5.440576,5.42724,5.417657,5.405969,5.412012,5.416894,5.437616,5.396478,5.38653,5.369989,5.364221,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.42,61.33,97.97,63.68,95.61,12.08,5.72,17.62,12.56,8.828,2.82,12.66,1.22,27.51082,19.382748231,5.370483,15486,13.55,-0.098,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCR,51,2023-01-15 04:30:00,5.352167,5.438196,5.470483,5.481012,5.469262,5.459192,5.45733,5.448877,5.459161,5.429224,5.439478,5.360376,5.375512,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.436,61.37,97.98,63.69,95.64,12.08,5.72,17.61,12.56,8.829001,2.82,12.66,1.21,27.50762,19.380493671,5.377692,15487,13.56,-0.122,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCR,51,2023-01-15 04:40:00,5.445154,5.46322,5.485559,5.490228,5.4768,5.47027,5.468774,5.458063,5.457056,5.403009,5.402978,5.372308,5.413934,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.416,61.32,97.96,63.67,95.58,12.07,5.72,17.61,12.56,8.827,2.82,12.66,1.22,27.50255,19.3769216025,5.386086,15488,13.56,-0.194,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCR,51,2023-01-15 04:50:00,5.43313,5.461908,5.4815,5.487238,5.474939,5.466577,5.474054,5.471124,5.477014,5.43667,5.448388,5.374292,5.41134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.456,61.38,97.94,63.66,95.72,12.08,5.71,17.58,12.56,8.83,2.82,12.67,1.22,27.50778,19.380606399,5.397289,15489,13.56,-0.333,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCR,51,2023-01-15 05:00:00,5.421167,5.460138,5.481622,5.486932,5.475458,5.472589,5.475152,5.47262,5.47616,5.454095,5.459253,5.423974,5.425134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.455,61.38,97.94,63.66,95.69,12.08,5.71,17.57,12.56,8.831,2.82,12.66,1.21,27.50642,19.379648211,5.405837,15490,13.56,-0.455,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCR,51,2023-01-15 05:10:00,5.443842,5.460657,5.482568,5.485956,5.464471,5.468378,5.472528,5.469751,5.474084,5.442926,5.456018,5.416803,5.431543,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.418,61.31,97.94,63.66,95.59,12.08,5.72,17.61,12.56,8.828,2.82,12.68,1.22,27.50315,19.3773443325,5.413775,15491,13.57,-0.637,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCR,51,2023-01-15 05:20:00,5.416986,5.456934,5.462976,5.46377,5.44317,5.45141,5.45968,5.457696,5.45379,5.446863,5.45495,5.41134,5.430261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.421,61.31,97.94,63.66,95.63,12.08,5.72,17.62,12.56,8.833,2.82,12.64,1.22,27.50707,19.3801061685,5.422037,15492,13.57,-0.73,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCR,51,2023-01-15 05:30:00,5.366388,5.434472,5.43316,5.44671,5.429284,5.432611,5.442438,5.445093,5.449792,5.445642,5.450677,5.380792,5.404748,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.412,61.3,97.95,63.67,95.58,12.08,5.72,17.6,12.57,8.835,2.82,12.61,1.22,27.50639,19.3796270745,5.4223,15493,13.57,-0.813,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCR,51,2023-01-15 05:40:00,5.35766,5.41543,5.438226,5.439478,5.424127,5.414789,5.424768,5.418695,5.416864,5.429803,5.426446,5.35885,5.378625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.426,61.33,97.95,63.66,95.58,12.07,5.72,17.6,12.56,8.832,2.82,12.62,1.21,27.50413,19.3780347915,5.413117,15494,13.58,-0.773,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCR,51,2023-01-15 05:50:00,5.409601,5.431909,5.461114,5.459558,5.4357239999999996,5.429162,5.454919,5.4526,5.445978,5.41842,5.403894,5.362207,5.398187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.438,61.34,97.93,63.66,95.64,12.07,5.71,17.59,12.57,8.838,2.82,12.63,1.22,27.51108,19.382931414,5.407766,15495,13.58,-0.658,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCR,51,2023-01-15 06:00:00,5.41195,5.442346,5.45733,5.46029,5.449854,5.435358,5.441186,5.44082,5.443994,5.388727,5.41192,5.372522,5.397943,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.44,61.33,97.91,63.64,95.59,12.07,5.71,17.58,12.56,8.833,2.82,12.67,1.21,27.50834,19.381000947,5.400459,15496,13.57,-0.522,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCR,51,2023-01-15 06:10:00,5.401544,5.438684,5.4544,5.458764,5.452142,5.442682,5.448602,5.443018,5.427606,5.410242,5.42431,5.375421,5.409234,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.422,61.3,97.92,63.65,95.56,12.07,5.72,17.6,12.56,8.833,2.82,12.66,1.21,27.5051,19.378718205,5.401512,15497,13.53,-0.41,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCR,51,2023-01-15 06:20:00,5.328027,5.423761,5.446466,5.453851,5.431604,5.426843,5.427118,5.413324,5.412012,5.415552,5.40957,5.371942,5.410211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.418,61.28,97.9,63.64,95.53,12.07,5.72,17.63,12.57,8.836001,2.82,12.66,1.21,27.5112,19.383015959999998,5.404288,15498,13.52,-0.322,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCR,51,2023-01-15 06:30:00,5.32464,5.401727,5.43194,5.44024,5.433404,5.427392,5.427698,5.40841,5.415368,5.41308,5.39422,5.373987,5.396692,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.402,61.26,97.91,63.64,95.51,12.07,5.72,17.6,12.57,8.835,2.82,12.66,1.22,27.50893,19.3814166315,5.404785,15499,13.52,-0.263,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCR,51,2023-01-15 06:40:00,5.377893,5.41839,5.445093,5.454523,5.436761,5.440484,5.439264,5.421686,5.440515,5.421106,5.39602,5.370721,5.404626,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.394,61.24,97.91,63.64,95.51,12.07,5.73,17.63,12.56,8.833,2.82,12.67,1.22,27.50631,19.3795707105,5.413512,15500,13.56,-0.228,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCR,51,2023-01-15 06:50:00,5.373468,5.438135,5.454645,5.449914,5.431909,5.430414,5.427332,5.422906,5.430536,5.412286,5.408044,5.374872,5.413782,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.389,61.24,97.92,63.65,95.51,12.07,5.72,17.62,12.57,8.834,2.82,12.66,1.22,27.50873,19.3812757215,5.412137,15501,13.56,-0.204,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCR,51,2023-01-15 07:00:00,5.347131,5.398645,5.440698,5.456842,5.447809,5.43905,5.44317,5.420282,5.434869,5.404565,5.404321,5.40423,5.416956,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.388,61.24,97.92,63.65,95.54,12.08,5.73,17.64,12.57,8.836001,2.82,12.66,1.21,27.42537,19.3225444335,5.410252,15502,13.56,-0.169,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCR,51,2023-01-15 07:10:00,5.378778,5.434412,5.440332,5.446191,5.430322,5.42312,5.428888,5.429681,5.427179,5.394891,5.403284,5.38949,5.415948,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.427,61.3,97.91,63.64,95.65,12.08,5.73,17.64,12.57,8.836001,2.82,12.66,1.21,27.43092,19.326454686,5.407167,15503,13.56,-0.154,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCR,51,2023-01-15 07:20:00,5.334131,5.394434,5.414026,5.408594,5.398157,5.414728,5.431818,5.431665,5.428735,5.400751,5.425226,5.393884,5.406885,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.367,61.2,97.92,63.65,95.61,12.09,5.72,17.6,12.57,8.838,2.82,12.59,1.22,27.43566,19.329794253,5.397143,15504,13.55,-0.084,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCR,51,2023-01-15 07:30:00,5.329523,5.386987,5.41778,5.414636,5.406335,5.41134,5.407281,5.398676,5.405206,5.404535,5.394922,5.386896,5.405237,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.378,61.22,97.92,63.65,95.63,12.09,5.73,17.63,12.57,8.837,2.82,12.64,1.23,27.44327,19.3351558785,5.399597,15505,13.56,-0.033,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCR,51,2023-01-15 07:40:00,5.35885,5.397729,5.425928,5.426904,5.407526,5.402704,5.4053890000000004,5.398126,5.401178,5.393915,5.416986,5.396417,5.413904,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.378,61.23,97.93,63.65,95.63,12.09,5.71,17.59,12.56,8.834,2.82,12.6,1.22,27.43769,19.3312244895,5.405107,15506,13.56,0.028,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCR,51,2023-01-15 07:50:00,5.328241,5.388452,5.413629,5.424738,5.414392,5.411035,5.395807,5.389093,5.409448,5.400842,5.395929,5.397394,5.416711,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.376,61.21,97.91,63.64,95.59,12.09,5.71,17.58,12.57,8.837,2.82,12.6,1.22,27.43662,19.330470621,5.408176,15507,13.56,0.049,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCR,51,2023-01-15 08:00:00,5.344385,5.399072,5.424738,5.427332,5.405054,5.41778,5.41604,5.410272,5.41839,5.391626,5.396326,5.38891,5.417291,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.39,61.24,97.92,63.65,95.63,12.09,5.72,17.61,12.57,8.839,2.82,12.65,1.22,27.44028,19.333049274,5.411377,15508,13.56,0.113,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCR,51,2023-01-15 08:10:00,5.369196,5.401605,5.428522,5.441766,5.428674,5.421167,5.423181,5.420556,5.427759,5.403284,5.403558,5.392053,5.421472,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.386,61.24,97.93,63.66,95.61,12.09,5.72,17.6,12.57,8.836001,2.82,12.65,1.22,27.43392,19.328568336,5.412488,15509,13.55,0.394,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCR,51,2023-01-15 08:20:00,5.351007,5.40069,5.421838,5.431696,5.412714,5.408166,5.411493,5.41253,5.414636,5.399408,5.408838,5.393488,5.421564,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.396,61.26,97.93,63.66,95.64,12.09,5.72,17.61,12.57,8.837,2.82,12.64,1.22,27.43138,19.326778779,5.413672,15510,13.55,0.727,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCR,51,2023-01-15 08:30:00,5.32049,5.386133,5.40368,5.410547,5.397668,5.394037,5.398767,5.398584,5.424951,5.412592,5.409967,5.39599,5.422266,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.369,61.21,97.93,63.65,95.58,12.09,5.72,17.61,12.58,8.842,2.82,12.64,1.21,27.43646,19.330357893000002,5.41414,15511,13.54,1.133,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCR,51,2023-01-15 08:40:00,5.339075,5.359064,5.386652,5.396906,5.38537,5.390558,5.39248,5.397272,5.403192,5.39245,5.39483,5.401178,5.42077,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.374,61.23,97.94,63.66,95.61,12.09,5.72,17.6,12.57,8.841,2.82,12.64,1.22,27.43473,19.329139021499998,5.409287,15512,13.49,1.485,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCR,51,2023-01-15 08:50:00,5.378595,5.38949,5.408075,5.387231,5.363763,5.376214,5.354578,5.369104,5.378442,5.361902,5.394159,5.405267,5.421411,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.39,61.24,97.92,63.65,95.63,12.09,5.73,17.63,12.58,8.842,2.82,12.63,1.21,27.43652,19.330400166,5.415442,15513,13.48,1.79,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCR,51,2023-01-15 09:00:00,5.358545,5.388788,5.406976,5.38067,5.361963,5.353845,5.3579040000000004,5.383936,5.392633,5.3966,5.383508,5.399072,5.422998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.332,61.13,97.91,63.64,95.53,12.09,5.72,17.6,12.57,8.841,2.82,12.63,1.22,27.44119,19.333690414499998,5.402637,15514,13.51,2.072,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCR,51,2023-01-15 09:10:00,5.345148,5.379999,5.395715,5.399652,5.372736,5.388971,5.376062,5.372186,5.39068,5.368585,5.374841,5.394678,5.411218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.337,61.15,97.93,63.65,95.54,12.09,5.71,17.58,12.58,8.842,2.82,12.62,1.22,27.43629,19.3302381195,5.38759,15515,13.51,2.34,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCR,51,2023-01-15 09:20:00,5.363886,5.386865,5.398584,5.396509,5.385004,5.383294,5.378351,5.377252,5.382471,5.367486,5.384424,5.385919,5.391656,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.361,61.21,97.95,63.67,95.59,12.09,5.7,17.56,12.57,8.839,2.82,12.62,1.21,27.43627,19.3302240285,5.382378,15516,13.5,2.645,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCR,51,2023-01-15 09:30:00,5.339044,5.390375,5.405634,5.408899,5.393213,5.391504,5.389581,5.384973,5.391076,5.381402,5.389306,5.374994,5.400903,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.368,61.23,97.97,63.68,95.61,12.09,5.72,17.61,12.57,8.841,2.82,12.6,1.22,27.43854,19.331823357,5.390657,15517,13.49,2.936,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCR,51,2023-01-15 09:40:00,5.357751,5.394098,5.411493,5.414056,5.397852,5.394342,5.385766,5.388391,5.403284,5.378808,5.383936,5.3836,5.402887,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.366,61.22,97.95,63.67,95.65,12.1,5.7,17.55,12.58,8.842,2.82,12.6,1.21,27.44056,19.333246548,5.393242,15518,13.49,3.29,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCR,51,2023-01-15 09:50:00,5.373865,5.405176,5.419916,5.42077,5.402978,5.397668,5.401025,5.397394,5.406549,5.389978,5.401605,5.386163,5.402185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.373,61.24,97.96,63.67,95.65,12.1,5.71,17.58,12.57,8.84,2.82,12.57,1.22,27.43584,19.329921072,5.397742,15519,13.48,3.685,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
